Age,Employ_type,Education,Education_years,Marriage,Occupation,Relationship,Race,Gender,Capital-gain,Captial-loss,hours-per-week,Income
37, Local-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40,1
40, Self-emp-inc, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40,0
56, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
28, Private, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42,0
28, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
19, Self-emp-not-inc, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,30,0
44, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
42, Self-emp-not-inc, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Female,7430,0,44,1
47, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
31, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
61, Private, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40,1
21, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40,0
26, Private, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45,1
58, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40,1
35, Private, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40,0
35, Private, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40,0
29, Local-gov, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,3674,0,40,0
40, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40,1
33, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55,1
38, Self-emp-not-inc, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40,0
50, Self-emp-not-inc, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,50,0
66, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,1
36, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40,1
33, Private, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,40,0
55, Federal-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60,1
46, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
36, Private, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40,0
41, ?, 12th,8, Divorced, ?, Not-in-family, White, Female,0,0,40,0
30, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,32,0
29, Private, 12th,8, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,42,0
60, ?, Some-college,10, Widowed, ?, Not-in-family, Black, Female,0,0,40,0
24, Private, HS-grad,9, Separated, Sales, Unmarried, White, Female,0,0,48,0
42, Self-emp-not-inc, Some-college,10, Separated, Other-service, Unmarried, Black, Female,0,0,50,0
26, Private, HS-grad,9, Separated, Exec-managerial, Own-child, White, Female,0,0,40,0
37, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,0
27, Private, 5th-6th,3, Never-married, Farming-fishing, Unmarried, White, Male,0,0,48,0
26, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48,0
23, Private, Assoc-voc,11, Never-married, Craft-repair, Unmarried, White, Male,0,0,50,0
60, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60,1
49, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40,0
46, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,0
21, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40,0
48, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60,0
70, Self-emp-inc, 9th,5, Divorced, Sales, Not-in-family, White, Male,0,0,45,0
44, Local-gov, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,55,0
58, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,0
41, Private, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40,0
54, Private, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, White, Female,0,3900,40,0
42, Self-emp-inc, Masters,14, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,2201,60,1
28, Private, 10th,6, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40,0
65, Private, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20,0
35, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,35,0
82, Private, 5th-6th,3, Widowed, Other-service, Unmarried, White, Male,0,0,20,0
48, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50,1
44, Private, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40,1
68, Private, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female,6360,0,20,0
42, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40,0
24, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,2001,37,0
54, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40,0
22, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40,0
43, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,84,0
17, Private, 9th,5, Never-married, Other-service, Own-child, White, Female,0,0,35,0
46, Self-emp-not-inc, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50,0
59, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,1
37, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40,0
70, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,2228,0,24,0
57, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1902,30,1
47, ?, HS-grad,9, Married-civ-spouse, ?, Not-in-family, White, Female,0,0,35,0
31, Private, HS-grad,9, Never-married, Sales, Unmarried, Black, Female,0,0,24,0
23, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40,0
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,0,1721,25,0
63, Private, Preschool,1, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,30,0
44, Private, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,55,1
30, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60,1
23, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,20,0
44, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,60,1
24, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40,0
34, Private, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,20,0
37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65,0
24, Private, 11th,7, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40,0
32, Private, HS-grad,9, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40,0
42, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,25,0
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,10,0
34, State-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,4386,0,40,1
37, Private, Some-college,10, Never-married, Transport-moving, Unmarried, White, Female,0,0,20,0
47, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40,0
25, Private, 9th,5, Never-married, Farming-fishing, Other-relative, White, Male,0,0,45,0
36, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1977,65,1
60, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50,0
64, Self-emp-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2635,0,10,0
32, Local-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40,0
33, State-gov, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40,0
71, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,14,0
55, Local-gov, Some-college,10, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40,0
85, Self-emp-not-inc, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,50,0
57, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,0
39, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,2415,67,1
25, Private, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,55,0
58, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,1
57, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
30, Private, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,36,0
19, Private, 11th,7, Divorced, Sales, Unmarried, White, Female,0,0,20,0
40, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,1
28, Private, HS-grad,9, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40,0
43, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,0
40, ?, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,35,1
19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,15,0
24, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,38,0
34, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,65,1
22, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40,0
64, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55,0
55, ?, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,40,0
26, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
80, Private, HS-grad,9, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,16,0
79, Local-gov, Doctorate,16, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40,0
58, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
43, Private, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Male,0,1876,40,0
43, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,1
46, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,25,0
35, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40,1
51, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40,0
52, Local-gov, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,4787,0,60,1
43, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60,1
68, Private, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,45,0
34, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45,1
37, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40,1
22, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,40,0
32, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55,0
65, Self-emp-not-inc, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
28, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,60,0
37, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40,0
40, Self-emp-inc, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45,0
40, Private, 11th,7, Never-married, Other-service, Other-relative, White, Male,0,0,40,0
52, Private, HS-grad,9, Separated, Other-service, Other-relative, White, Female,0,0,20,0
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60,0
62, Self-emp-not-inc, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30,0
49, Private, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45,0
49, Private, HS-grad,9, Divorced, Machine-op-inspct, Other-relative, White, Female,0,0,55,0
47, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40,1
45, Private, HS-grad,9, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40,0
37, Private, 1st-4th,2, Married-spouse-absent, Farming-fishing, Other-relative, White, Male,0,0,77,0
36, Local-gov, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,53,1
36, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70,0
44, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50,1
51, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60,1
25, State-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40,0
28, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,55,0
57, Private, HS-grad,9, Widowed, Sales, Unmarried, White, Female,0,0,32,0
46, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40,0
59, Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45,1
28, Private, 11th,7, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40,0
25, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,2597,0,40,0
35, Private, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0,0,40,0
27, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45,1
29, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,1
43, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40,0
38, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40,0
26, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40,0
55, ?, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,50,1
36, Private, HS-grad,9, Separated, Craft-repair, Own-child, White, Male,0,0,40,0
37, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,1
23, ?, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40,0
34, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30,0
41, Private, 11th,7, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55,0
44, Private, Assoc-voc,11, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40,0
48, Self-emp-not-inc, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50,0
35, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,7298,0,35,1
43, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,42,0
57, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,1
44, Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,40,0
28, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40,0
55, Private, 10th,6, Widowed, Craft-repair, Unmarried, Black, Female,0,0,40,0
52, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2051,38,0
30, Private, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40,0
31, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50,1
21, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,70,0
50, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45,1
43, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70,1
33, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,50,0
23, Federal-gov, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25,0
35, Private, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65,1
18, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,15,0
21, ?, Some-college,10, Never-married, ?, Unmarried, Other, Female,0,0,40,0
33, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,70,1
30, Federal-gov, Bachelors,13, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,45,0
21, Private, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,15,0
36, Local-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35,1
38, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,0
33, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60,1
24, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45,0
24, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40,0
39, Private, Some-college,10, Divorced, Protective-serv, Unmarried, Black, Female,0,0,30,0
43, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,2829,0,60,0
43, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,21,0
62, ?, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,2,1
30, State-gov, Bachelors,13, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40,0
25, Private, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,0
45, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35,0
22, Private, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,20,0
73, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2246,40,1
26, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,1
24, Private, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, Black, Male,0,0,45,0
18, Private, 12th,8, Never-married, Craft-repair, Own-child, White, Male,594,0,20,0
35, Private, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,35,1
22, Private, Some-college,10, Separated, Sales, Unmarried, White, Female,0,0,43,0
28, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40,0
38, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45,0
68, ?, Doctorate,16, Married-civ-spouse, ?, Husband, White, Male,0,0,70,0
40, Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40,0
32, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,84,1
42, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,50,1
31, State-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,35,0
33, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50,0
54, Self-emp-not-inc, Bachelors,13, Divorced, Transport-moving, Not-in-family, White, Male,0,0,65,0
63, Private, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,25,0
67, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,30,0
47, Private, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,14,0
67, Self-emp-inc, Bachelors,13, Widowed, Other-service, Unmarried, White, Female,0,0,35,0
33, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,19,0
33, Local-gov, HS-grad,9, Separated, Other-service, Own-child, White, Female,0,0,80,0
25, Local-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,0
25, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40,0
35, Private, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40,0
54, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40,1
35, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80,1
18, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,12,0
54, ?, HS-grad,9, Divorced, ?, Not-in-family, White, Female,4416,0,25,0
30, Private, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60,0
29, Private, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,48,0
41, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,10,1
40, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,1
46, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,5178,0,40,1
39, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,45,0
42, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40,1
49, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50,1
23, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40,0
34, Private, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,0
42, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2042,48,0
31, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50,1
72, ?, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,2,0
31, Private, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30,1
90, Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40,1
27, Self-emp-not-inc, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40,0
18, ?, HS-grad,9, Never-married, ?, Other-relative, White, Male,0,0,40,0
30, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,99999,0,50,1
27, Local-gov, HS-grad,9, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40,0
27, Self-emp-not-inc, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50,0
28, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40,0
40, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,45,0
43, Local-gov, Masters,14, Separated, Prof-specialty, Unmarried, Black, Female,0,0,37,0
26, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50,0
48, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Other-service, Wife, White, Female,0,0,15,0
41, Private, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40,0
32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
23, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40,0
35, Private, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,65,0
42, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50,0
27, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,4101,0,40,0
34, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,0
25, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40,0
46, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,4787,0,45,1
34, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40,0
39, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40,0
33, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40,0
25, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40,0
45, Private, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Male,2174,0,50,0
46, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40,0
23, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,4650,0,50,0
37, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40,0
39, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,1
38, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40,1
35, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40,0
49, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50,1
37, Private, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,13,1
45, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40,0
71, Private, 12th,8, Never-married, Other-service, Not-in-family, White, Female,0,0,40,0
44, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60,1
19, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,22,0
38, Private, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Female,0,0,40,0
42, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
29, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60,1
48, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
56, Self-emp-inc, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,54,1
32, Federal-gov, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,0
19, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,30,0
57, Self-emp-not-inc, Some-college,10, Separated, Sales, Not-in-family, White, Male,0,0,35,0
55, Private, 10th,6, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60,0
48, ?, 11th,7, Separated, ?, Unmarried, White, Male,0,0,40,0
46, Self-emp-inc, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45,0
36, Private, 9th,5, Separated, Other-service, Unmarried, Black, Female,0,0,40,0
66, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50,1
